級	熟語	読み
9	米作	[ベイサク]
9	名作	[メイサク]
9	力作	[リキサク]
9	画工	[ガコウ]
9	人工	[ジンコウ]
9	図工	[ズコウ]
9	石工	[セッコウ,いしく]
9	大工	[タイコウ,ダイク]
9	刀工	[トウコウ]
9	名工	[メイコウ]
9	木工	[モッコウ]
9	海魚	[カイギョ]
9	紙魚	[しみ]
9	水魚	[スイギョ]
9	生魚	[セイギョ]
9	池魚	[チギョ]
9	人魚	[ニンギョ]
9	一会	[イチエ]
9	学会	[ガッカイ]
9	教会	[キョウカイ]
9	国会	[コッカイ]
9	社会	[シャカイ]
9	万里	[バンリ]
9	雲母	[ウンモ,きらら]
9	空母	[クウボ]
9	字母	[ジボ]
9	水母	[スイボ,くらげ]
9	生母	[セイボ]
9	父母	[フボ]
9	分母	[ブンボ]
9	音読	[オンドク]
9	多読	[タドク]
9	通読	[ツウドク]
9	花鳥	[カチョウ]
9	水鳥	[スイチョウ,みずとり]
9	白鳥	[ハクチョウ,しらとり]
9	野鳥	[ヤチョウ]
9	細雪	[サイセツ,ささめゆき]
9	春雪	[シュンセツ]
9	新雪	[シンセツ]
9	白雪	[ハクセツ,しらゆき]
9	風雪	[フウセツ]
9	回春	[カイシュン]
9	小春	[ショウシュン,こはる]
9	新春	[シンシュン]
9	青春	[セイシュン]
9	早春	[ソウシュン]
9	立春	[リッシュン]
9	計算	[ケイサン]
9	公算	[コウサン]
9	通算	[ツウサン]
9	目算	[モクサン]
9	太公	[タイコウ]
9	帰京	[キキョウ]
9	上京	[ジョウキョウ]
9	入京	[ニュウキョウ]
9	雲海	[ウンカイ]
9	外海	[ガイカイ,そとうみ]
9	学海	[ガッカイ]
9	公海	[コウカイ]
9	四海	[シカイ]
9	大海	[タイカイ]
9	内海	[ナイカイ,うちうみ]
9	一理	[イチリ]
9	原理	[ゲンリ]
9	公理	[コウリ]
9	合理	[ゴウリ]
9	心理	[シンリ]
9	生理	[セイリ]
9	地理	[チリ]
9	道理	[ドウリ]
9	文理	[ブンリ]
9	遠方	[エンポウ]
9	三方	[サンボウ,サンポウ]
9	四方	[シホウ,よも]
9	先方	[センポウ]
9	地方	[チホウ]
9	当方	[トウホウ]
9	八方	[ハッポウ]
9	行方	[ゆくえ]
9	立方	[リッポウ]
9	国内	[コクナイ]
9	室内	[シツナイ]
9	入内	[ジュダイ]
9	場内	[ジョウナイ]
9	体内	[タイナイ]
9	一朝	[イッチョウ]
9	王朝	[オウチョウ]
9	帰朝	[キチョウ]
9	今朝	[コンチョウ,けさ]
9	早朝	[ソウチョウ]
9	入朝	[ニュウチョウ]
9	本朝	[ホンチョウ]
9	明朝	[ミョウチョウ]
9	来朝	[ライチョウ]
9	回船	[カイセン]
9	汽船	[キセン]
9	下船	[ゲセン]
9	出船	[シュッセン,でふね]
9	母船	[ボセン]
9	古書	[コショ]
9	草書	[ソウショ]
9	読書	[ドクショ]
9	図書	[トショ]
9	白書	[ハクショ]
9	文書	[ブンショ]
9	休止	[キュウシ]
9	中止	[チュウシ]
9	口絵	[くちエ]
9	下絵	[したエ]
9	図絵	[ズエ]
9	会話	[カイワ]
9	茶話	[サワ,チャワ,チャばなし]
9	手話	[シュワ]
9	通話	[ツウワ]
9	電話	[デンワ]
9	夜話	[ヤワ,よばなし]
9	正直	[ショウジキ]
9	当直	[トウチョク]
9	日直	[ニッチョク]
9	光線	[コウセン]
9	前線	[ゼンセン]
9	直線	[チョクセン]
9	点線	[テンセン]
9	電線	[デンセン]
9	白線	[ハクセン]
9	本線	[ホンセン]
9	多少	[タショウ]
9	年少	[ネンショウ]
9	朝市	[あさいち]
9	魚市	[うおいち]
9	海市	[カイシ]
9	外交	[ガイコウ]
9	国交	[コッコウ]
9	親交	[シンコウ]
9	回教	[カイキョウ]
9	国教	[コッキョウ]
9	新教	[シンキョウ]
9	文教	[ブンキョウ]
9	海外	[カイガイ]
9	言外	[ゲンガイ]
9	国外	[コクガイ]
9	心外	[シンガイ]
9	天外	[テンガイ]
9	野外	[ヤガイ]
9	百川帰海	[ヒャクセンキカイ]
9	百分	[ヒャクブン]
9	百万	[ヒャクマン]
9	百計	[ヒャッケイ]
9	町家	[チョウカ]
9	町歩	[チョウブ]
9	先行	[センコウ]
9	先頭	[セントウ]
9	人外	[ジンガイ]
9	人語	[ジンゴ]
9	人国記	[ジンコッキ]
9	人心一新	[ジンシンイッシン]
9	人間工学	[ニンゲンコウガク]
9	耳語	[ジゴ]
9	五十歩百歩	[ゴジッポヒャッポ]
9	五風十雨	[ゴフウジュウウ]
9	五分五分	[ゴブゴブ]
9	一牛鳴地	[イチギュウメイチ]
9	一夏	[イチゲ]
9	一元	[イチゲン]
9	一言一行	[イチゲンイッコウ]
9	一時	[イチジ]
9	一日千秋	[イチジツセンシュウ]
9	一人当千	[イチニントウセン]
9	一目十行	[イチモクジュウギョウ]
9	一角	[イッカク]
9	一家言	[イッカゲン]
9	一計	[イッケイ]
9	一切合切	[イッサイガッサイ]
9	一矢	[イッシ]
9	一心同体	[イッシンドウタイ]
9	一石二鳥	[イッセキニチョウ]
9	一線	[イッセン]
9	一朝一夕	[イッチョウイッセキ]
9	一天四海	[イッテンシカイ]
9	一点	[イッテン]
9	一点一画	[イッテンイッカク]
9	一頭	[イットウ]
9	文弱	[ブンジャク]
9	天元	[テンゲン]
9	天心	[テンシン]
9	天道花	[テントウばな]
9	天道虫	[テントウむし]
9	天南星	[テンナンショウ]
9	天馬	[テンバ]
9	天門冬	[テンモンドウ]
9	早合点	[はやガテン]
9	早場米	[はやばマイ]
9	水明	[スイメイ]
9	水引	[みずひき]
9	七夜	[シチヤ]
9	口分	[クブン]
9	口分田	[クブンデン]
9	口外	[コウガイ]
9	口角	[コウカク]
9	気合	[キあい]
9	気心	[キごころ]
9	気前	[キまえ]
9	木地	[きジ]
9	木戸	[きど]
9	木強	[ボッキョウ]
9	木魚	[モクギョ]
9	木理	[モクリ]
9	草紙	[ソウシ]
9	草食	[ソウショク]
9	正風	[ショウフウ]
9	正道	[セイドウ]
9	正方形	[セイホウケイ]
9	校書	[コウショ]
9	九星	[キュウセイ]
9	九年母	[クネンボ]
9	土気色	[つちケいろ]
9	土語	[ドゴ]
9	土台	[ドダイ]
9	土間	[ドま]
9	土用	[ドヨウ]
9	足半	[あしなか]
9	足高	[たしだか]
9	生馬	[いけま]
9	生色	[セイショク]
9	生新	[セイシン]
9	生体	[セイタイ]
9	生首	[なまくび]
9	手交	[シュコウ]
9	手当	[てあて]
9	手形	[てがた]
9	手刀	[てがたな]
9	手心	[てごころ]
9	手近	[てぢか]
9	手引	[てびき]
9	手間	[てま]
9	手前	[てまえ]
9	休心	[キュウシン]
9	円光	[エンコウ]
9	円頭方足	[エントウホウソク]
9	名聞	[ミョウモン]
9	名家	[メイカ]
9	名答	[メイトウ]
9	二言	[ニゴン]
9	二心	[ニシン]
9	二毛作	[ニモウサク]
9	二六時中	[ニロクジチュウ]
9	二言目	[ふたことめ]
9	村八分	[むらハチブ]
9	青二才	[あおニサイ]
9	青雲	[セイウン]
9	十風五雨	[ジップウゴウ]
9	十方	[ジッポウ]
9	十五夜	[ジュウゴヤ]
9	十三夜	[ジュウサンヤ]
9	十二分	[ジュウニブン]
9	十人十色	[ジュウニンといろ]
9	十八番	[ジュウハチバン]
9	三原色	[サンゲンショク]
9	三国一	[サンゴクイチ]
9	三才	[サンサイ]
9	三思後行	[サンシコウコウ]
9	三楽	[サンラク]
9	三里	[サンリ]
9	玉算	[たまザン]
9	玉虫色	[たまむしいろ]
9	王道楽土	[オウドウラクド]
9	王父	[オウフ]
9	目頭	[めがしら]
9	目地	[めジ]
9	目茶	[めチャ]
9	日記	[ニッキ]
9	日長	[ひなが]
9	大方	[おおかた]
9	大形	[おおがた]
9	大台	[おおダイ]
9	大黄	[ダイオウ]
9	大音声	[ダイオンジョウ]
9	大黒	[ダイコク]
9	大書	[タイショ]
9	大食	[タイショク]
9	大体	[ダイタイ]
9	大地	[ダイチ]
9	大同	[ダイドウ]
9	大風子	[ダイフウシ]
9	大理石	[ダイリセキ]
9	夕顔	[ゆうがお]
9	出色	[シュッショク]
9	出馬	[シュツバ]
9	出来秋	[できあき]
9	出来高	[できだか]
9	出前	[でまえ]
9	山高水長	[サンコウスイチョウ]
9	山家	[やまガ]
9	金高	[キンだか]
9	金色	[コンジキ]
9	音楽	[オンガク]
9	音通	[オンツウ]
9	音色	[ねいろ]
9	立言	[リツゲン]
9	立国	[リッコク]
9	立食	[リッショク]
9	立太子	[リッタイシ]
9	立米	[リュウベイ]
9	入会	[いりあい]
9	入道雲	[ニュウドウぐも]
9	入木三分	[ニュウボクサンブ]
9	入来	[ニュウライ]
9	男前	[おとこまえ]
9	男色	[ダンショク]
9	石高	[コクだか]
9	女形	[おんながた]
9	女色	[ジョショク]
9	子分	[こブン]
9	子午線	[シゴセン]
9	空元気	[からゲンキ]
9	空茶	[からチャ]
9	空手形	[からてがた]
9	空言	[クウゲン]
9	下風	[カフウ]
9	下食日	[ゲジキニチ]
9	下知	[ゲチ]
9	下心	[したごころ]
9	下地	[したジ]
9	力紙	[ちからがみ]
9	力走	[リキソウ]
9	力行	[リッコウ]
9	年高	[としだか]
9	年強	[としづよ]
9	年弱	[としよわ]
9	年来	[ネンライ]
9	竹矢来	[たけやライ]
9	赤紙	[あかがみ]
9	赤外線	[セキガイセン]
9	小刀	[こがたな]
9	小首	[こくび]
9	小言	[こごと]
9	小米	[こごめ]
9	小米花	[こごめばな]
9	小才	[こサイ]
9	小体	[こテイ]
9	小道	[こみち]
9	小休止	[ショウキュウシ]
9	小食	[ショウショク]
9	小天地	[ショウテンチ]
9	四海兄弟	[シカイケイテイ]
9	四時	[シジ]
9	四知	[シチ]
9	四半	[シハン]
9	四方八方	[シホウハッポウ]
9	四六時中	[シロクジチュウ]
9	月明	[ゲツメイ]
9	月毛	[つきげ]
9	白太	[しらタ]
9	白茶	[しらチャ]
9	白羽	[しらは]
9	白地	[ハクチ]
9	白地図	[ハクチズ]
9	白馬	[ハクバ]
9	白話	[ハクワ]
9	白黒分明	[ハッコクブンメイ]
9	中間	[チュウカン]
9	中食	[チュウジキ]
9	中秋	[チュウシュウ]
9	中通外直	[チュウツウガイチョク]
9	中馬	[チュウま]
9	千言万語	[センゲンバンゴ]
9	千古	[センコ]
9	千山万水	[センザンバンスイ]
9	千思万考	[センシバンコウ]
9	千秋楽	[センシュウラク]
9	千里同風	[センリドウフウ]
9	千鳥	[ちどり]
9	上前	[うわまえ]
9	上方	[かみがた]
9	上下一心	[ショウカイッシン]
9	上下天光	[ショウカテンコウ]
9	上書	[ジョウショ]
9	上長	[ジョウチョウ]
9	上聞	[ジョウブン]
9	花車方	[カシャがた]
9	花心	[カシン]
9	花朝月夕	[カチョウゲッセキ]
9	花鳥風月	[カチョウフウゲツ]
9	花道	[カドウ]
9	花形	[はながた]
9	花電車	[はなデンシャ]
9	六道	[ロクドウ]
9	六曜	[ロクヨウ]
9	六方	[ロッポウ]
9	八十八夜	[ハチジュウハチヤ]
9	字引	[ジびき]
9	見台	[ケンダイ]
9	見番	[ケンバン]
9	見分	[ケンブン]
9	見方	[みかた]
9	見場	[みば]
9	毎毎	[マイマイ]
9	通行	[ツウコウ]
9	通人	[ツウジン]
9	前言	[ゼンゲン]
9	前古	[ゼンコ]
9	前車	[ゼンシャ]
9	場合	[ばあい]
9	場数	[ばかず]
9	矢車	[やぐるま]
9	矢先	[やさき]
9	矢立	[やたて]
9	矢文	[やぶみ]
9	矢来	[やライ]
9	光来	[コウライ]
9	近近	[キンキン]
9	近時	[キンジ]
9	馬耳東風	[バジトウフウ]
9	馬草	[まぐさ]
9	馬子	[まご]
9	組頭	[くみがしら]
9	色男	[いろおとこ]
9	色気	[いろケ]
9	色町	[いろまち]
9	色目	[いろめ]
9	楽人	[ガクジン]
9	楽天家	[ラクテンカ]
9	楽土	[ラクド]
9	楽日	[ラクび]
9	楽楽	[ラクラク]
9	羽	[はね]
9	羽目	[はめ]
9	万古	[バンコ]
9	万古千秋	[バンコセンシュウ]
9	万古長青	[バンコチョウセイ]
9	万万	[バンバン]
9	万万千千	[バンバンセンセン]
9	万里同風	[バンリドウフウ]
9	万年	[マンネン]
9	万引	[マンびき]
9	万力	[マンリキ]
9	売春	[バイシュン]
9	売文	[バイブン]
9	走行	[ソウコウ]
9	食言	[ショクゲン]
9	食間	[ショッカン]
9	思考	[シコウ]
9	行行子	[ギョウギョウシ]
9	行書	[ギョウショ]
9	行文	[コウブン]
9	活計	[カッケイ]
9	雲気	[ウンキ]
9	雲上人	[ウンジョウびと]
9	雲水	[ウンスイ]
9	明後日	[ミョウゴニチ]
9	明言	[メイゲン]
9	明答	[メイトウ]
9	明文	[メイブン]
9	明明白白	[メイメイハクハク]
9	点火	[テンカ]
9	点心	[テンシン]
9	点点	[テンテン]
9	多角	[タカク]
9	多元	[タゲン]
9	多才	[タサイ]
9	多生	[タショウ]
9	多多	[タタ]
9	多年草	[タネンソウ]
9	多毛作	[タモウサク]
9	多聞天	[タモンテン]
9	多用	[タヨウ]
9	心火	[シンカ]
9	心気	[シンキ]
9	心算	[シンサン]
9	心耳	[シンジ]
9	心地光明	[シンチコウメイ]
9	高見	[コウケン]
9	高言	[コウゲン]
9	高話	[コウワ]
9	高高	[たかだか]
9	高手小手	[たかてこて]
9	計会	[ケイカイ]
9	間語	[カンゴ]
9	間作	[カンサク]
9	間道	[カンドウ]
9	間合	[まあい]
9	間男	[まおとこ]
9	間口	[まぐち]
9	間遠	[まどお]
9	間間	[まま]
9	園地	[エンチ]
9	鳴子	[なるこ]
9	麦門冬	[バクモンドウ]
9	電光石火	[デンコウセッカ]
9	電力	[デンリョク]
9	太上	[タイジョウ]
9	太白	[タイハク]
9	新手	[あらて]
9	新顔	[シンがお]
9	新星	[シンセイ]
9	新天地	[シンテンチ]
9	新内	[シンナイ]
9	寺男	[てらおとこ]
9	黄水	[オウズイ]
9	黄体	[オウタイ]
9	黄道	[コウドウ]
9	黄白	[コウハク]
9	黄門	[コウモン]
9	元金	[ガンキン]
9	元手	[もとで]
9	丸太	[まるタ]
9	丸丸	[まるまる]
9	遠山	[エンザン]
9	遠心力	[エンシンリョク]
9	遠見	[とおみ]
9	毛頭	[モウトウ]
9	半角	[ハンカク]
9	半玉	[ハンギョク]
9	半夏生	[ハンゲショウ]
9	半田	[ハンだ]
9	半時	[ハンとき]
9	半白	[ハンパク]
9	半風子	[ハンプウシ]
9	半間	[ハンま]
9	刀子	[トウス]
9	体形	[タイケイ]
9	親方	[おやかた]
9	親玉	[おやだま]
9	親船	[おやぶね]
9	親分	[おやブン]
9	親書	[シンショ]
9	自家	[ジカ]
9	自生	[ジセイ]
9	自前	[ジまえ]
9	合方	[あいかた]
9	合気道	[あいキドウ]
9	合口	[あいくち]
9	合間	[あいま]
9	合算	[ガッサン]
9	合子	[ゴウス]
9	言上	[ゴンジョウ]
9	岩室	[いわむろ]
9	何分	[なにブン]
9	門外	[モンガイ]
9	門前町	[モンゼンまち]
9	門地	[モンチ]
9	番外	[バンガイ]
9	番長	[バンチョウ]
9	冬夏青青	[トウカセイセイ]
9	台子	[ダイス]
9	台頭	[タイトウ]
9	図会	[ズエ]
9	図南	[トナン]
9	時下	[ジカ]
9	時日	[ジジツ]
9	時点	[ジテン]
9	時分	[ジブン]
9	原子力	[ゲンシリョク]
9	原生林	[ゲンセイリン]
9	原点	[ゲンテン]
9	夜会	[ヤカイ]
9	夜気	[ヤキ]
9	夜光	[ヤコウ]
9	夜行	[ヤコウ]
9	夜色	[ヤショク]
9	夜前	[ヤゼン]
9	夜分	[ヤブン]
9	夜長	[よなが]
9	夜目	[よめ]
9	当家	[トウケ]
9	当地	[トウチ]
9	当人	[トウニン]
9	当来	[トウライ]
9	地合	[ジあい]
9	地黄	[ジオウ]
9	地顔	[ジがお]
9	地火日	[ジカニチ]
9	地金	[ジがね]
9	地口	[ジぐち]
9	地下	[ジゲ]
9	地声	[ジごえ]
9	地場	[ジば]
9	地道	[ジみち]
9	地力	[ジリキ]
9	地水火風空	[チスイカフウクウ]
9	地点	[チテン]
9	数理	[スウリ]
9	室家	[シッカ]
9	国分寺	[コクブンジ]
9	国花	[コッカ]
9	国家	[コッカ]
9	夏下冬上	[カカトウジョウ]
9	夏書	[ゲがき]
9	夏木立	[なつこだち]
9	野天	[のテン]
9	野分	[のわき]
9	野合	[ヤゴウ]
9	野人	[ヤジン]
9	風上	[かざかみ]
9	風気	[かざケ]
9	風雲	[フウウン]
